Title,Price,Area,Rooms,Address,Energy Rating,URL
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a5-82b8-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a5-82b8-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Hvidovre', 'slug': ''}, 'cityName': 'Hvidovre', 'daysOnMarket': {'realtors': None}, 'door': 'tv', 'floor': '2', 'gstkvhx': '01676123__62__2__tv', 'houseNumber': '62', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Næsborgvej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Næsborgvej', 'slug': 'naesborgvej-62-2-tv-2650-hvidovre-01676123__62__2__tv', 'zip': {'name': 'Hvidovre', 'slug': '', 'zipCode': 2650}, 'zipCode': 2650}",N/A,https://www.boligsiden.dk/adresse/naesborgvej-62-2-tv-2650-hvidovre-01676123__62__2__tv
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a5-5109-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a5-5109-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Hvidovre', 'slug': ''}, 'cityName': 'Hvidovre', 'daysOnMarket': {'realtors': None}, 'door': '4', 'floor': '1', 'gstkvhx': '01671612___3__1___4', 'houseNumber': '3', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Dansborg Alle', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Dansborg Alle', 'slug': 'dansborg-alle-3-1-4-2650-hvidovre-01671612___3__1___4', 'zip': {'name': 'Hvidovre', 'slug': '', 'zipCode': 2650}, 'zipCode': 2650}",N/A,https://www.boligsiden.dk/adresse/dansborg-alle-3-1-4-2650-hvidovre-01671612___3__1___4
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/4a78ea4c-0562-6ee8-e044-0003ba298018'}}, 'addressID': '4a78ea4c-0562-6ee8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': '1', 'floor': '3', 'gstkvhx': '01016771___5__3___1', 'houseNumber': '5', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Spinderigade', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Spinderigade', 'slug': 'spinderigade-5-3-1-2500-valby-01016771___5__3___1', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/spinderigade-5-3-1-2500-valby-01016771___5__3___1
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a5-827b-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a5-827b-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Hvidovre', 'slug': ''}, 'cityName': 'Hvidovre', 'daysOnMarket': {'realtors': None}, 'door': 'th', 'floor': '2', 'gstkvhx': '01676123__42__2__th', 'houseNumber': '42', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Næsborgvej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Næsborgvej', 'slug': 'naesborgvej-42-2-th-2650-hvidovre-01676123__42__2__th', 'zip': {'name': 'Hvidovre', 'slug': '', 'zipCode': 2650}, 'zipCode': 2650}",N/A,https://www.boligsiden.dk/adresse/naesborgvej-42-2-th-2650-hvidovre-01676123__42__2__th
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a1-abda-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a1-abda-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'th', 'floor': '0', 'gstkvhx': '01018320_61B_st__th', 'houseNumber': '61B', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Vigerslevvej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Vigerslevvej', 'slug': 'vigerslevvej-61b-0-th-2500-valby-01018320_61b_st__th', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/vigerslevvej-61b-0-th-2500-valby-01018320_61b_st__th
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a5-78f7-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a5-78f7-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Hvidovre', 'slug': ''}, 'cityName': 'Hvidovre', 'daysOnMarket': {'realtors': None}, 'door': 'tv', 'floor': '0', 'gstkvhx': '01674809__11_st__tv', 'houseNumber': '11', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Kløverprisvej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Kløverprisvej', 'slug': 'kloeverprisvej-11-0-tv-2650-hvidovre-01674809__11_st__tv', 'zip': {'name': 'Hvidovre', 'slug': '', 'zipCode': 2650}, 'zipCode': 2650}",N/A,https://www.boligsiden.dk/adresse/kloeverprisvej-11-0-tv-2650-hvidovre-01674809__11_st__tv
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/5338c3f8-af01-00e2-e044-0003ba298018'}}, 'addressID': '5338c3f8-af01-00e2-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Hvidovre', 'slug': ''}, 'cityName': 'Hvidovre', 'daysOnMarket': {'realtors': None}, 'floor': '0', 'gstkvhx': '01673706__3D_st____', 'houseNumber': '3D', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Hovedporten', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Hovedporten', 'slug': 'hovedporten-3d-0-2650-hvidovre-01673706__3d_st____', 'zip': {'name': 'Hvidovre', 'slug': '', 'zipCode': 2650}, 'zipCode': 2650}",N/A,https://www.boligsiden.dk/adresse/hovedporten-3d-0-2650-hvidovre-01673706__3d_st____
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f509f-6f45-32b8-e044-0003ba298018'}}, 'addressID': '0a3f509f-6f45-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'th', 'floor': '2', 'gstkvhx': '01014324___2__2__th', 'houseNumber': '2', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Lindebugten', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Lindebugten', 'slug': 'lindebugten-2-2-th-2500-valby-01014324___2__2__th', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/lindebugten-2-2-th-2500-valby-01014324___2__2__th
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/742d42f6-e412-4bab-8502-44ad52bd2c30'}}, 'addressID': '742d42f6-e412-4bab-8502-44ad52bd2c30', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'tv', 'floor': '2', 'gstkvhx': '01014310__55__2__tv', 'houseNumber': '55', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Lily Brobergs Vej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Lily Brobergs Vej', 'slug': 'lily-brobergs-vej-55-2-tv-2500-valby-01014310__55__2__tv', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/lily-brobergs-vej-55-2-tv-2500-valby-01014310__55__2__tv
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/4a78ea4c-0582-6ee8-e044-0003ba298018'}}, 'addressID': '4a78ea4c-0582-6ee8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'th', 'floor': '1', 'gstkvhx': '01016771__20__1__th', 'houseNumber': '20', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Spinderigade', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Spinderigade', 'slug': 'spinderigade-20-1-th-2500-valby-01016771__20__1__th', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/spinderigade-20-1-th-2500-valby-01016771__20__1__th
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/374230b7-125c-51c5-e044-0003ba298018'}}, 'addressID': '374230b7-125c-51c5-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'th', 'floor': '0', 'gstkvhx': '01018320_295_st__th', 'houseNumber': '295', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Vigerslevvej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Vigerslevvej', 'slug': 'vigerslevvej-295-0-th-2500-valby-01018320_295_st__th', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/vigerslevvej-295-0-th-2500-valby-01018320_295_st__th
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/b97a0e3b-315b-429a-a8ac-4735c8d3587b'}}, 'addressID': 'b97a0e3b-315b-429a-a8ac-4735c8d3587b', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'tv', 'floor': '2', 'gstkvhx': '01011064_14S__2__tv', 'houseNumber': '14S', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Carl Jacobsens Vej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Carl Jacobsens Vej', 'slug': 'carl-jacobsens-vej-14s-2-tv-2500-valby-01011064_14s__2__tv', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/carl-jacobsens-vej-14s-2-tv-2500-valby-01011064_14s__2__tv
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/981e4903-f9ac-4a9e-b3fd-89523b6371fc'}}, 'addressID': '981e4903-f9ac-4a9e-b3fd-89523b6371fc', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'mf', 'floor': '3', 'gstkvhx': '01018320__35__3__mf', 'houseNumber': '35', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Vigerslevvej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Vigerslevvej', 'slug': 'vigerslevvej-35-3-mf-2500-valby-01018320__35__3__mf', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/vigerslevvej-35-3-mf-2500-valby-01018320__35__3__mf
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/5aba2db2-1ea0-4323-914f-1c973cd7fafe'}}, 'addressID': '5aba2db2-1ea0-4323-914f-1c973cd7fafe', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'tv', 'floor': '3', 'gstkvhx': '01011064_14S__3__tv', 'houseNumber': '14S', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Carl Jacobsens Vej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Carl Jacobsens Vej', 'slug': 'carl-jacobsens-vej-14s-3-tv-2500-valby-01011064_14s__3__tv', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/carl-jacobsens-vej-14s-3-tv-2500-valby-01011064_14s__3__tv
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a0-57a6-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a0-57a6-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'th', 'floor': '1', 'gstkvhx': '01015968_155__1__th', 'houseNumber': '155', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Roskildevej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Roskildevej', 'slug': 'roskildevej-155-1-th-2500-valby-01015968_155__1__th', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/roskildevej-155-1-th-2500-valby-01015968_155__1__th
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a1-6b82-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a1-6b82-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'floor': '2', 'gstkvhx': '01017912_209__2____', 'houseNumber': '209', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Valby Langgade', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Valby Langgade', 'slug': 'valby-langgade-209-2-2500-valby-01017912_209__2____', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/valby-langgade-209-2-2500-valby-01017912_209__2____
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/32c88351-ad8c-1479-e044-0003ba298018'}}, 'addressID': '32c88351-ad8c-1479-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'th', 'floor': '2', 'gstkvhx': '01013574__12__2__th', 'houseNumber': '12', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Karin Nellemoses Vej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Karin Nellemoses Vej', 'slug': 'karin-nellemoses-vej-12-2-th-2500-valby-01013574__12__2__th', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/karin-nellemoses-vej-12-2-th-2500-valby-01013574__12__2__th
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/a08d5f11-e51c-4b59-9690-e795d2bbcc88'}}, 'addressID': 'a08d5f11-e51c-4b59-9690-e795d2bbcc88', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': '1', 'floor': '1', 'gstkvhx': '01013278__66__1___1', 'houseNumber': '66', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Ingrid Marievej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Ingrid Marievej', 'slug': 'ingrid-marievej-66-1-1-2500-valby-01013278__66__1___1', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/ingrid-marievej-66-1-1-2500-valby-01013278__66__1___1
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a1-653e-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a1-653e-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'tv', 'floor': '1', 'gstkvhx': '01017900_76A__1__tv', 'houseNumber': '76A', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Valbygårdsvej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Valbygårdsvej', 'slug': 'valbygaardsvej-76a-1-tv-2500-valby-01017900_76a__1__tv', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/valbygaardsvej-76a-1-tv-2500-valby-01017900_76a__1__tv
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/6d9ca7d8-499d-4a87-aec0-2d5585c9ffff'}}, 'addressID': '6d9ca7d8-499d-4a87-aec0-2d5585c9ffff', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'mf', 'floor': '1', 'gstkvhx': '01013788__73__1__mf', 'houseNumber': '73', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Kløverbladsgade', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Kløverbladsgade', 'slug': 'kloeverbladsgade-73-1-mf-2500-valby-01013788__73__1__mf', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/kloeverbladsgade-73-1-mf-2500-valby-01013788__73__1__mf
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/32c88351-ad00-1479-e044-0003ba298018'}}, 'addressID': '32c88351-ad00-1479-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'tv', 'floor': '1', 'gstkvhx': '01012100__32__1__tv', 'houseNumber': '32', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Gammel Køge Landevej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Gammel Køge Landevej', 'slug': 'gammel-koege-landevej-32-1-tv-2500-valby-01012100__32__1__tv', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/gammel-koege-landevej-32-1-tv-2500-valby-01012100__32__1__tv
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/32c88351-ac4f-1479-e044-0003ba298018'}}, 'addressID': '32c88351-ac4f-1479-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'mf', 'floor': '1', 'gstkvhx': '01011166__12__1__mf', 'houseNumber': '12', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Clara Pontoppidans Vej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Clara Pontoppidans Vej', 'slug': 'clara-pontoppidans-vej-12-1-mf-2500-valby-01011166__12__1__mf', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/clara-pontoppidans-vej-12-1-mf-2500-valby-01011166__12__1__mf
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a1-ae5c-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a1-ae5c-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'tv', 'floor': '0', 'gstkvhx': '01018320258B_st__tv', 'houseNumber': '258B', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Vigerslevvej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Vigerslevvej', 'slug': 'vigerslevvej-258b-0-tv-2500-valby-01018320258b_st__tv', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/vigerslevvej-258b-0-tv-2500-valby-01018320258b_st__tv
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a1-108d-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a1-108d-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': '56', 'floor': '2', 'gstkvhx': '01017312_94C__2__56', 'houseNumber': '94C', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Søndre Fasanvej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Søndre Fasanvej', 'slug': 'soendre-fasanvej-94c-2-56-2500-valby-01017312_94c__2__56', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/soendre-fasanvej-94c-2-56-2500-valby-01017312_94c__2__56
